"HolderAddress","Balance","PendingBalanceUpdate"
"0xc7cc004f29a6a53619646a4c6a0a16f20eba7edb","10,475.029102406157107907","No"
"0xec8abfd5cce0198914d76c733b5a0763a88da24f","9,168.777462331627248204","No"
"0x452792f5f4fc64e30046b9fc7fe160481af4de02","3,557.111655451983652979","No"
"0xf9ecb4231f556ecc41ff8149c0caae66e842c898","3,237.771090585558340535","No"
"0xad1545c2969003052f8b9a5817d3240538048214","2,971.581287151042601087","No"
"0x183a40522cb917243f0e9f12397b4263f8473159","2,421.759295470441429643","No"
"0x691f0042fa03cacad7114b42e1e19998c95945e2","1,506.275025875790788632","No"
"0xba0d95449b5e901cfb938fa6b6601281cef679a4","1,419.31536614564060983","No"
"0x7ab32f292df8ac43b32552553b07e60814b1136e","1,004.372552233881190687","No"
"0x00e9eaf42ed86610df9510d123cf4d7a5d19fad4","661.673934860324715044","No"
"0xfeac7b2bbbcdc103718e2929650aea060f20440b","606.968691904376896673","No"
"0xf16a809ac6ae471ffe3c93b388072d27d583b06a","529.206226630635910624","No"
"0xaba46af4a1587771bf6997864cae5d67910ea545","419.424597512262778309","No"
"0x3213e7a85d2b5b4e4f120fd96324b6e64a3804c8","415.624958521211559146","No"
"0xdcedf06fd33e1d7b6eb4b309f779a0e9d3172e44","334.800871844328128191","No"
"0x97b418f3f1abe6810bed881cfc298491f4b93bf6","317.187940367693443022","No"
"0xe0b7c02c9e321c05d07babaa348c21296b34bd90","307.156307636888243451","No"
"0x42d66d078694e0a6c65b1089bcb7dfce09830b7e","271.82295741941937549","No"
"0xa85b784d302723d1dbb7ca84d0887cbf4fd6b636","191.292187633739956709","No"
"0x35107408bfa710d1a70f4ff0a0febbdc347eb2b5","159.321659023113852527","No"
"0xa3653544812105b666a11b2d98c64cabf8cbaeec","133.366757782054349946","No"
"0xd2c868deb8aafa6b3b8f5480a9dbea265e421d10","110.020613596913037213","No"
"0xe0755509d13e1841f640e1f85104b92fa5f4ad76","78.102390628766954705","No"
"0x2529547879e92f4a4a42d76fa53f433363438296","76.303238192829525133","No"
"0x89a7e45db4759bb14e689e4c0fc4f648dbf2b0dc","28.710902907019971053","No"
"0x000000e28faa823d5b53ff6c2922c28335840375","24.120356973594759609","No"
"0xaa9dc5a32f042941007d281813b0fc1d51dedc03","10.000000274691112497","No"
"0xa58effc4a322a1e39a183c4ba16098beb70a2dc9","6.052975176087566744","No"
"0x63a52844844afd1f3815c45b82db6fd386e6f38b","6.000672308214727302","No"
"0x5c23bd1bd272d22766eb3708b8f874cb93b75248","1.262467655846168491","No"
"0xa2672e525c07592f7bda6b4d7dbfcd8d7d17820d","1.120014721806741331","No"
"0xc6ba6bb819f1be84efeb2e3f2697ad9818151e5d","1.036265384136846149","No"
"0x6c21a841d6f029243af87ef01f6772f05832144b","0.737071107726314012","No"
"0xecd735d44e12a96ac6c75f482b23565c8f2b84c2","0.621721884011257608","No"
"0x826eb29de2bf68401c9a484815393ce57a7a7350","0.513747013987087331","No"
"0xddf567488f91c86c41ceb90de54a34387976fe26","0.21875110406004114","No"
"0xabf0f7bd0dc8ce44b084b4b66b8db97f1b9ce419","0.136470625276419899","No"
"0x4b9cf9153935e17000d896e78f4230ecd3d9d997","0.087587996506918772","No"
"0xe029a1301dcdb627c84f383d6f2cbee2d9bcc320","0.061398327519532933","No"
"0xcb5a4dcaddcfc985e04fb4098c003379dba5fdfe","0.056664115562364593","No"
"0xc152cd87af2b3774e93ed2ad2523c90c576db5fa","0.043388686750443467","No"
"0x2d645c63c75b5e36252d5d9ab502b1352d045369","0.043190016463942819","No"
"0x97e51dbcd71a7389a358bebf801a154d0e21ba9b","0.041660054365921226","No"
"0xa47d61d81a23e50fa0bacd591f6cc79ac96241df","0.031964141690411056","No"
"0x50d557896e8dbb55d50c70e99200177d664f4481","0.02499472311295943","No"
"0xba2139fade8d0594998e82a97b10c2c7e73fdb2b","0.018734558803343095","No"
"0x89cf7346379b28331d8cb0c559faaaba65e39be4","0.01827954640910226","No"
"0x55a2f4ee76f9e34f683ff73827f924866f472a84","0.012011803979873783","No"
"0xbd35ab95ad05dd15ca3bf3257fc68655ce6b9f78","0.01134168161621543","No"
"0xcb9b57dc6fee7836be375c41b48d46bee688ff40","0.008676355848625009","No"
"0x3c784e064349a1147117585a7363b9c8f0d92bdf","0.008409052911745088","No"
"0x2cb7ac410532e0900757cf74de562ea1fe27cda7","0.008319309681051624","No"
"0x60ad81273c776aea562faeaa601ffc1680ae929d","0.008143333023971681","No"
"0x8075df8a555048bff338b04e7af5de5ee9565f73","0.006747519154275045","No"
"0x968f06d986718a27f89c4bce51d06d6472913394","0.006038895955498507","No"
"0xc4ce299a93ef4bb0eb509d3d9f67f88461c679b8","0.004409456350603217","No"
"0x8c1a4c98c470900567fb9e764243c89cda79400c","0.003962166628008753","No"
"0x707ef25d4d67f92ac7f62804d391552370c4dd89","0.003893751478890182","No"
"0x571246cc386ad2193ac840cf78ec8f893d43231e","0.003181055967824734","No"
"0xe6834a856e6e8f45f6a4739550aee623f5a81446","0.002774367993545264","No"
"0xbaf6610405bd8c60432fbd329885dae617e647ca","0.002181572644138731","No"
"0x1cafa49299d4f54ef2030d7b0e0f6749045c8709","0.001980021230298084","No"
"0xf03281cea3893c1d6d3e10e2366aa5fd5fde6b2c","0.001944336128488859","No"
"0xef09f565f0056033093ff3209d01334b8ce9cf00","0.001881781441816757","No"
"0x3e3e03f3ee0e1a7f4af89be3822c8c7538e432c3","0.001842522877112587","No"
"0x7e1b5236baf7e6ba503601c932fdaedcbbbe71ae","0.001805190879388852","No"
"0xbe2f89928feae8070a9d62b2837615e49ec53ee8","0.001689299560624907","No"
"0x7cc3bc95c99dd5a6b9e8a59f42e60860bc6753b1","0.001605807674177373","No"
"0x09b4cc17e0764e285bc147b3ade34c1ac349aaae","0.001576039939097604","No"
"0x8fb20c72139b2a971ab814503d61111349f8cc78","0.001514131178413134","No"
"0x1b0a06a4c7b17829c9e18ddfa6384324fa78f381","0.001348258279211151","No"
"0x5957071d5fa23eaeb5a0d3fb4fd801011573abfd","0.001329691258987973","No"
"0x5d0ac389c669d6efe3ba96b9878d8156f180c539","0.001299687022165403","No"
"0x7d658841f8ba93299970f6e765c2ce205f1e70dd","0.001287201311701698","No"
"0xcffa932ed8e2b4491e18dccb850aae83f3ab7af0","0.001128806105320421","No"
"0xa2d36f11e2225d1b89146f443350e825f15b8b68","0.001111507670169666","No"
"0x5c9f835a93b71ce6cb266199ef0060e277164a47","0.001020596648429265","No"
"0xecab99d718d199f652d6c98a80adeece5eef644c","0.001003888746640555","No"
"0xded415ab5050b61aca5621496eef5ad059416dc8","0.000979810236491674","No"
"0x6241e0edcb939c94c7db830abd0b24648517c634","0.000955820008773738","No"
"0x1e059c2cc43ac48c8547d8d330774b6ee723ff95","0.00095425867556509","No"
"0x14b8e5b39070558c5aed55b5bd48be6e8bd888d6","0.000910615258449693","No"
"0xe13885bf9f5ca2d74a7cdae5e1fd9911086712ac","0.000874156354021093","No"
"0x2bcb9572d28ba09b9e565a30dee09bf5080e0ad5","0.000790581528221845","No"
"0x85d72c6922479ba67bf85f11cc1e3e21d6074bd8","0.000758875362990018","No"
"0x3b28a43c08d24b63c7c90b3ebc1f7f42e0010543","0.000743769495591585","No"
"0xf1de2399973afc71953b248eb4c280b9ee631544","0.000712075324353374","No"
"0xb72a3d7b303e0f40f33a3bbdd36ffe30883e0968","0.000711678277534757","No"
"0x1a669bfc13fdaa895c1d917969bcf541081c9e4a","0.000681984313443411","No"
"0x4eaac96f2d275764ad7259c303fc932d8f6b1e49","0.000676328624732927","No"
"0xdeea7465ba904b61b27ef1fabc6b2ba691f173b7","0.000675235744360899","No"
"0x7fa6c2e57d9b21026e60a73cfc3fa2c8b84b0dd0","0.000634744344597327","No"
"0x94e03e53eb477bf1223ababde81519743bacee3f","0.00056549950946232","No"
"0x1876098bbee6a857cdca1f8b3f034c0061e94144","0.00056020485617703","No"
"0x22c2263daa8da302673157056737d3dde9c1c306","0.000522377186116302","No"
"0xeda1ba3a1cb1205f702816f1c30ea9a916775a5a","0.000515445899933899","No"
"0xd4c3021a315f5dc26f7e022e8a834a90cc6b0d41","0.000511637376567818","No"
